sample	unclassified-seq_SRR5221635	unclassified-seq_SRR5221636	unclassified-seq_SRR5221637	unclassified-seq_SRR5221638	unclassified-seq_SRR5221639	unclassified-seq_SRR5221640	unclassified-seq_SRR5221641	unclassified-seq_SRR5221642	unclassified-seq_SRR5221643	unclassified-seq_SRR5221644	unclassified-seq_SRR5221645	unclassified-seq_SRR5221646	unclassified-seq_SRR5221647	unclassified-seq_SRR5221648	unclassified-seq_SRR5221649	unclassified-seq_SRR5221650	unclassified-seq_SRR5221651	unclassified-seq_SRR5221652	unclassified-seq_SRR5221653	unclassified-seq_SRR5221654	unclassified-seq_SRR5221655	unclassified-seq_SRR5221656	unclassified-seq_SRR5221657	unclassified-seq_SRR5221658	unclassified-seq_SRR5221659	unclassified-seq_SRR5221660	unclassified-seq_SRR5221661	unclassified-seq_SRR5221662	unclassified-seq_SRR5221663	unclassified-seq_SRR5221664	unclassified-seq_SRR5221665	unclassified-seq_SRR5221666	unclassified-seq_SRR5221670	unclassified-seq_SRR5221671	unclassified-seq_SRR5221672	unclassified-seq_SRR5221673	unclassified-seq_SRR5221674	unclassified-seq_SRR5221675	unclassified-seq_SRR5221676	unclassified-seq_SRR5221677	unclassified-seq_SRR5221678	unclassified-seq_SRR5221679	unclassified-seq_SRR5221680	unclassified-seq_SRR5221681	unclassified-seq_SRR5221683	unclassified-seq_SRR5221684	unclassified-seq_SRR5221685	unclassified-seq_SRR5221686	unclassified-seq_SRR5221687	unclassified-seq_SRR5221688	unclassified-seq_SRR5221689	unclassified-seq_SRR5221690	unclassified-seq_SRR5221691	unclassified-seq_SRR5221692	unclassified-seq_SRR5221693	unclassified-seq_SRR5221694	unclassified-seq_SRR5221695	unclassified-seq_SRR5221696	unclassified-seq_SRR5221697	unclassified-seq_SRR5221698	unclassified-seq_SRR5221700	unclassified-seq_SRR5221701	unclassified-seq_SRR5221702	unclassified-seq_SRR5221704	unclassified-seq_SRR5221705	unclassified-seq_SRR5221706	unclassified-seq_SRR5221713	unclassified-seq_SRR5221714	unclassified-seq_SRR5221715	unclassified-seq_SRR5221716	unclassified-seq_SRR5221717	unclassified-seq_SRR5221718	unclassified-seq_SRR5221719	unclassified-seq_SRR5221720	unclassified-seq_SRR5221721	unclassified-seq_SRR5221722	unclassified-seq_SRR5221723	unclassified-seq_SRR5221724	unclassified-seq_SRR5221725	unclassified-seq_SRR5221726	unclassified-seq_SRR5221727	unclassified-seq_SRR5221728	unclassified-seq_SRR5221729	unclassified-seq_SRR5221730	unclassified-seq_SRR5221731	unclassified-seq_SRR5221732	unclassified-seq_SRR5221733	unclassified-seq_SRR5221734	unclassified-seq_SRR5221735	unclassified-seq_SRR5221736	unclassified-seq_SRR5221737	unclassified-seq_SRR5221738	unclassified-seq_SRR5221740	unclassified-seq_SRR5221741	unclassified-seq_SRR5221742	unclassified-seq_SRR5221743	unclassified-seq_SRR5221744	unclassified-seq_SRR5221745	unclassified-seq_SRR5221746	unclassified-seq_SRR5221747	unclassified-seq_SRR5221748	unclassified-seq_SRR5221749	unclassified-seq_SRR5221750	unclassified-seq_SRR5221751	unclassified-seq_SRR5221752	unclassified-seq_SRR5221753	unclassified-seq_SRR5221754	unclassified-seq_SRR5221755	unclassified-seq_SRR5221756	unclassified-seq_SRR5221757	unclassified-seq_SRR5221758
unclassified-seq_SRR5221635	0.0	0.0050088900697649	0.006859926896434345	0.006890466799254375	0.006951770643603537	0.006638846039664976	0.006950334635975439	0.006990621352372807	0.00789781860116798	0.0070422535202783005	0.007072159901029685	0.007250576361120601	0.007291786577493924	0.007414825218374398	0.007581337803362792	0.00778894293390463	0.007435106597798066	0.007308072105639767	0.008210008962831854	0.007671192032981611	0.006903185960074632	0.0069385303070738326	0.007643501666324577	0.0068046789454482915	0.006576846010894273	0.006610006822942938	0.007316888233389304	0.007962853612919304	0.007458753721100795	0.010384363354436219	0.007310740625027586	0.008859947743272584	0.007578403169334878	0.00825834778565351	0.007799058326247399	0.007741326348833802	0.007620194348916464	0.008455503043473155	0.007326617916800532	0.008629156138017721	0.008167986604420176	0.0075975898379484815	0.007473845503008706	0.008534337041687554	0.007561057114251432	0.007516585062464139	0.008122151470930972	0.0074832787211254175	0.007377427331596399	0.0077873930591453675	0.009177322592177546	0.008555574255623685	0.008679443525442275	0.007462026182657051	0.008625703376619644	0.008083727284736764	0.00769800681646324	0.007461925467042987	0.009076191714420628	0.0075145062160489225	0.00813362817484444	0.007872686919370592	0.0075935570230647445	0.009199924264469674	0.007331292601989973	0.009368970597923252	0.007624145798352689	0.00791169345953594	0.00973081695635668	0.007301298207521168	0.008352711401978236	0.007584277777322177	0.007648322807320396	0.007439650801290288	0.008090970757941124	0.00793379230844211	0.007917021985949653	0.007703077900256239	0.007509584618576062	0.0077123200574212465	0.010818816227910482	0.009741478385969898	0.007254812806977267	0.007537080367179647	0.00915725592593206	0.007392369217254862	0.0076515033798521	0.0077127627185780145	0.007548364384708363	0.008218887590442217	0.007681765796187865	0.007874834507562064	0.008341395526501658	0.00789366985023358	0.008552430594765952	0.007763392382353824	0.009171689742207645	0.008178714669868236	0.009025886189728357	0.007461624822232828	0.007858123881584675	0.009210828017223375	0.007818560792572222	0.00785070012877546	0.008565980618385195	0.008062422344648157	0.007588260191895013	0.008287459241178583	0.007436198456417361	0.007386351585306031	0.007842303038388778
unclassified-seq_SRR5221636	0.005018381889568475	0.0	0.005503985455195212	0.005393103193468841	0.0053860257641916735	0.005422621718222786	0.005566880690811359	0.005463239392853591	0.006814953291037017	0.005808898519823779	0.005541650885819855	0.005959324873227838	0.006134707904356867	0.006162113783729952	0.006399349373528755	0.00671911923833526	0.006372076008938062	0.005904116030823064	0.007044344848922224	0.006504271170683676	0.00582418312452065	0.005808371930037041	0.006893758682064997	0.005667246953693249	0.005406421585291955	0.005389115946914044	0.0060545075273591735	0.006834116075066831	0.006190231244954052	0.009646437667552214	0.005962984889792909	0.007771759378078711	0.006396708819252904	0.007154199543585336	0.006506158578221788	0.00645782121765444	0.006423546190913408	0.007275095324571013	0.006002140707690061	0.007483502586760411	0.006999253966936589	0.0063335175560342155	0.006176269629743216	0.007489084072757577	0.006261417418322952	0.0061149757396157245	0.0069123282197861265	0.006198964439260509	0.0060540725486463	0.006591576727115104	0.00814075158144744	0.0075075684609214	0.0076871114624707864	0.006126507091499869	0.007448717278309748	0.006821295847588815	0.0064378534221667914	0.005995400488183973	0.008009671081252738	0.006316627602594383	0.006883689923445365	0.006665501769510664	0.006479558332460871	0.008259773426594062	0.006132654363745556	0.00850291298899768	0.006438762591535893	0.006491192648866873	0.008818125119550988	0.006105757244482675	0.007287631570204821	0.00631646271460484	0.006480603306926508	0.0062331026430574666	0.00692356945996511	0.00679524995947428	0.006738028901602081	0.006579785164344021	0.006130662244162176	0.006518238108872118	0.009988129737685226	0.008685609467769148	0.0058507929580619246	0.006083870464517851	0.008175389981714454	0.006068543154515953	0.006430208313861742	0.006520640213182372	0.006097317926306621	0.006967963320490776	0.006355493208081287	0.0067035427147121	0.007160275862431167	0.0066210080559765795	0.0074565506411408845	0.006536332037620909	0.008252052032677513	0.0071901717322444885	0.007972122303417798	0.00624010718594765	0.006640558679588342	0.00840281916968036	0.006519600748772767	0.0065372118160481	0.007368924247621398	0.0069495784157462435	0.00644603599210547	0.007162623371487664	0.0062464057666332656	0.006044010872138669	0.006545381191458269
unclassified-seq_SRR5221637	0.006888682483866939	0.00551672878664085	0.0	0.003304695114213273	0.0037065378875062115	0.005270379478940018	0.005776322690737523	0.005338753791476496	0.006677990395564407	0.005742451493232219	0.005609433073044714	0.005892527909422228	0.005858868544212917	0.006011526668015936	0.006036246874013571	0.006452984229340075	0.006101007903960341	0.00584691816152137	0.006945588298729445	0.006352597711151534	0.006354578798518499	0.006439930703014371	0.007413214214223881	0.005638686130487449	0.005183599292701277	0.005114973928542874	0.005859797593180535	0.006526729945593172	0.00588039550729035	0.009915896209062818	0.005829508992723525	0.007890397988885543	0.006117692212205958	0.007106719537584468	0.006199143259638892	0.006244004060567071	0.006201387413505475	0.007224671063179125	0.005825090507454084	0.007366241689048462	0.0069104233588674225	0.0060559151456684	0.005883885443196105	0.007145700987434492	0.006168097845988644	0.006002568108641882	0.006844902995568388	0.005909857412434053	0.005944261995809758	0.006385358764168537	0.008106394247269598	0.007460212922696894	0.007693932574227574	0.005808956652586913	0.007454140517608446	0.006745352298921238	0.006326710857974797	0.005880590252709892	0.008016651014626333	0.006257155737365752	0.006614415281137595	0.0065196463300193205	0.006187374518230706	0.0081493840989478	0.006016072448542025	0.00841545140302198	0.006319670113545648	0.006146479936969166	0.008628599441786436	0.005957016880539921	0.007075817008954775	0.006158911693602505	0.006244312629176085	0.0060327431159919506	0.006892088775652439	0.006647635913580101	0.006555967552358752	0.006406716370232988	0.0059974931450381425	0.006243435836112377	0.009927448247864745	0.008548737802652957	0.0056367178605850905	0.0058842578796810254	0.008123741656664654	0.005884956008051464	0.006175516951513533	0.0062852662894951365	0.005966903225845528	0.006916204267298441	0.006154882565944713	0.00659038640257407	0.006991426141198588	0.006348310322772553	0.007245707435420474	0.006386545382725528	0.0081403360040895	0.0070004643265946	0.007890058697253484	0.005896065995955081	0.0065296497757859565	0.008183827349621137	0.006349511886152687	0.0062884347900171115	0.00716159549886471	0.006844349326020893	0.006238939858715426	0.006967078507369111	0.006014744105028735	0.005931406594637173	0.0064831586620418035
unclassified-seq_SRR5221638	0.00691077663528583	0.005398888219544754	0.0033005664238102486	0.0	0.0036148435837458463	0.004897445486529891	0.005392695422412798	0.005186167174804502	0.006514147391336933	0.005537973420024151	0.005364984060874641	0.00577254715466243	0.005711388871545577	0.005901430160361552	0.006109367832256158	0.006339622212071249	0.006138790694234517	0.0056415563104814164	0.006501465347882074	0.0061480265013392635	0.0062010377589085085	0.006270179236479031	0.0072343095675770856	0.005490265211698562	0.005106954986789112	0.0052002347005245305	0.005712023998366439	0.006410496108358429	0.0058452101724922306	0.009728416759668628	0.005841890714753931	0.007635654089452818	0.0059516337733287366	0.006860960933158865	0.006179782436136061	0.006180012080671331	0.006081639309174749	0.007024312624828789	0.005768844908725649	0.007217051709480464	0.006829307944227023	0.005924593350295767	0.005734668732108357	0.007018986965422369	0.00603052585487027	0.0058028294230588725	0.006726602378476762	0.0057985814796650305	0.005817845091565616	0.0061596939420763795	0.008037476317357036	0.007405334628609243	0.00747767737596936	0.005651595092207934	0.007187714561626595	0.00647945925441261	0.006178745211469589	0.005809723582160181	0.0077856535253937745	0.0060396683462931085	0.00640030903553914	0.0063135833472828225	0.006071625184146758	0.007907322769342995	0.005782972478192457	0.008242872503946043	0.006194209260492794	0.005976498457037116	0.008428222297025851	0.0057849547496824	0.0068565746231423474	0.006047316394746561	0.0059824967005682	0.005782046376633632	0.006702925321243647	0.006429651372890599	0.0064054326674995755	0.006404813865205824	0.005897329170011143	0.006224178397312977	0.009764312958267816	0.008399528648498649	0.005568523174075506	0.005803616160029103	0.007943697474466995	0.00579072520848911	0.006160374424144538	0.006251635652791534	0.005911106068504502	0.006807474798612675	0.006143280237170007	0.006390186403440564	0.006879131806535953	0.006301178449154192	0.007216193074044396	0.006414647380912581	0.008101579769484687	0.006938163951344939	0.00780467191512423	0.005758423225058287	0.006284921352144454	0.008020708591382724	0.0062364867475274205	0.0061476419764674665	0.007052992885489018	0.006732920193410999	0.006082615227296401	0.006704731843228759	0.005785666215812179	0.005799072874248987	0.006305120728398722
unclassified-seq_SRR5221639	0.006973405653167332	0.005392695106698406	0.0037025306715085748	0.003615445324781965	0.0	0.005241624520781768	0.005702568684484987	0.005290265282496138	0.006457802459290372	0.00559499444822295	0.005644587581175043	0.006051018211424009	0.0060107444747608445	0.006143148483407812	0.006331499551690839	0.006548645043682867	0.006299869084830436	0.00589632375134645	0.006926571017913744	0.006406107360703636	0.006377587600324108	0.006502350145204054	0.007308595803516322	0.00585746609876752	0.005387128849340361	0.00544533626231697	0.0060296754331489386	0.006573462639188179	0.006017708916502988	0.009533861435875724	0.0059292914151564515	0.0077592763427887955	0.0062778694699767235	0.007107020099152431	0.0065342760867392	0.006380502048990078	0.006392584853925879	0.007233497402117219	0.00603189787110596	0.00736815102497354	0.0069856345002345	0.006154407840187516	0.006068847638647734	0.007164104488604917	0.006198262031070386	0.0060180093908590564	0.00680966477989261	0.006141239795106235	0.006018078134732705	0.006432278536550964	0.008112906946733903	0.00743145534189305	0.007540137118733248	0.006060040657281077	0.007374481897138085	0.006737604112321054	0.0063270568507408	0.006005052320069852	0.007789563993626957	0.0061482737066871854	0.006562992628816461	0.00647824155393492	0.006319320307295839	0.007942759000206037	0.005992932402392486	0.008230348863477942	0.006398985534013273	0.006359887877512213	0.00850705526032833	0.006031142573094396	0.0070857984437658105	0.006340215318655407	0.006351549114383863	0.006028370352648814	0.0067945712318204345	0.006719888439286583	0.006628911190963799	0.006537730874217054	0.006288302177310121	0.006502037379541547	0.009899906128504544	0.008634191404705654	0.005804867664662685	0.005854851635670846	0.007888290190245858	0.006061904338798825	0.006355112209397071	0.006457563941227566	0.00609967220382953	0.006964531393262585	0.006295748198193288	0.006676896608982013	0.00711281403064759	0.0066208258130151494	0.007325841952445462	0.006579010949229051	0.008193228359572681	0.006992950031725705	0.007830219207730459	0.006090688039277812	0.0064114785726596575	0.00805803691922438	0.0064101046089777665	0.006449899423841733	0.00730074184715345	0.006888082625652843	0.00626760205551497	0.007044084337767717	0.0061458855122319776	0.006006572488685296	0.006537391039911599
unclassified-seq_SRR5221640	0.0066611912514560785	0.005430687428978456	0.005266025145719004	0.004899478005433709	0.005242929937544706	0.0	0.0036389199547786147	0.0032271648654908732	0.004486996642255094	0.005666076990125414	0.0054555668739185645	0.0059696084945874694	0.005855101902346891	0.005954183110772623	0.006061687196650321	0.0064623112876472455	0.006081356120754703	0.005693160395627397	0.006646327400644374	0.006267644270706963	0.006241123617636828	0.006334660998369662	0.007262092395818947	0.005469900757742329	0.005157643089920187	0.005202669767396424	0.006031033918454456	0.006628578306001766	0.006090937319345188	0.009709636548610855	0.005914035531725004	0.0077002592427334905	0.0061986113786457004	0.0069648906445516755	0.006400351945513067	0.0062934299567353556	0.006302257471260407	0.007137889910832235	0.005976200198446521	0.0073272014622799905	0.006967963147505723	0.006142467694439864	0.005969011035753813	0.007299758742177271	0.006151936754104515	0.006094772596997932	0.00683156121689706	0.006004332886717532	0.005978842900007417	0.0063417448902811585	0.008067970508998887	0.007382263568377293	0.007541218645192341	0.00592220416724646	0.007267945845657794	0.006686572488330542	0.00633811640854414	0.0059619700639574735	0.00798410851467923	0.006176247567735611	0.00667898469332299	0.006547012325653653	0.0062849479101380005	0.00783889212134004	0.005864412857973014	0.008272520015359225	0.006408459421231065	0.006304242312799099	0.0085373981987285	0.005928264922300544	0.006968257363947639	0.0061350078522703	0.0062713119076641165	0.005957734776606906	0.006822616496384417	0.006701682015128483	0.006616567442268779	0.006372704881921483	0.006225978767769908	0.006372842961873653	0.009863320113601968	0.008445087871876387	0.005968739376564245	0.006056703193364549	0.008230412485205382	0.006111055509415567	0.006468595567370189	0.006546435703757823	0.006065337180155269	0.007012671427377011	0.006396283112581465	0.006495254844139369	0.006903871041921295	0.006481058774264228	0.007275040618696507	0.0065038200661306075	0.008201684203173082	0.007046149182558199	0.007917030731584153	0.0060112867863695	0.0064228434876876725	0.008127321311595546	0.006338845080561991	0.006325859853790772	0.007149646266032391	0.006772960160629784	0.006215910709365634	0.0069474107695305185	0.006072765451127384	0.005960757383613576	0.006480801593267399
unclassified-seq_SRR5221641	0.006967722439099143	0.005570368144112926	0.005766604705227322	0.005390294769725038	0.005699091995784978	0.003635771600843915	0.0	0.0035327439728918965	0.005257200609252689	0.005991226402082281	0.0056745844872880665	0.006379988896262601	0.006074481806225487	0.00604285048296274	0.006440474445741547	0.006797008171668443	0.0064182866685508645	0.005927760484190512	0.007156687392383284	0.006638385988905248	0.0066096904856434106	0.0066874278352767645	0.007464004143883294	0.005853395671876345	0.005752904459483772	0.0056058298043455915	0.00617172736811739	0.006865790942763325	0.006266743430099468	0.009590719576910031	0.006114881332447947	0.007698135601617899	0.006481984017648674	0.007286647882095547	0.006698916671791023	0.006681919860734228	0.006590588688166158	0.007421942262505288	0.006281917786134843	0.007693264612392067	0.007253278335028887	0.006506399127214219	0.006314784681258385	0.007494974777116657	0.006543830733488991	0.006351382908232692	0.007130745666234377	0.006182268302403866	0.006296274190221271	0.006612308198677519	0.008148521273945162	0.007734206797363779	0.007850634179609127	0.0061154437847646724	0.007453622339878967	0.006962404461669307	0.006551412718351875	0.006162601399368102	0.008058448084832266	0.006425758355909031	0.00688163252614914	0.006796201882043042	0.006640529799807956	0.008180985874214383	0.006279917716579528	0.008271017463287778	0.006627848097474639	0.006587541764480776	0.008650137159069269	0.006161029800388318	0.007256846765432825	0.006436908469578712	0.006678570726245804	0.0063103548865913765	0.007114671479341133	0.006973503721075003	0.006933671582166342	0.006586203453556568	0.0066048134120191785	0.0064753588629034055	0.009891809192161009	0.00844559598324737	0.006121951983444066	0.006270430508143583	0.008213301250653825	0.006378889301580729	0.006520698785518889	0.00671624807530356	0.006211388205549022	0.007064930994635539	0.006655791099831408	0.006760336073570339	0.0072133990577530295	0.006720526857170125	0.0074374560762944224	0.006653337271448502	0.008341298788997396	0.007319311297265756	0.00811131204798125	0.00631147510292427	0.006697420722168794	0.008262044454016402	0.006594138228953579	0.006636040037820428	0.0073426499540133845	0.007024645107895443	0.006520981937830549	0.007200558705623353	0.006349744655329316	0.0063798304949539775	0.006894860904445507
unclassified-seq_SRR5221642	0.007006545546129642	0.0054654402599724665	0.005328563350959099	0.0051826951904132825	0.00528585075686688	0.003223638747762922	0.003531946789680408	0.0	0.005551160578100549	0.005775081612381838	0.005165299705300541	0.005905021468387116	0.0056924073720045635	0.0056762159020902645	0.006116718541493307	0.006481259137088813	0.006113747081037307	0.005581164251649543	0.006878289505280395	0.00631542636099708	0.006198248071923115	0.006299630635184828	0.007140262786588644	0.0056450102490671165	0.005180412034213288	0.005176172169033192	0.005734155143169671	0.006551018262722588	0.00581678254018548	0.009737684700919394	0.0055978420376789195	0.007494665540899821	0.006123897113373539	0.006992365549622045	0.006325087554200581	0.00625333318326106	0.006317439478420451	0.007067827225972554	0.005778996946811497	0.00735804820424348	0.006942235327463674	0.005929991552071546	0.005715132780579904	0.007196270787536439	0.006004566668485001	0.005855326468464283	0.006677224901378672	0.005804424195117386	0.005816620304908128	0.00614857240204675	0.007934408983620357	0.007498003216216435	0.007595510227502612	0.005650253138318561	0.007218095497371042	0.006564717837744966	0.006136334707209282	0.005659487561439521	0.007828796826593543	0.0061936319292810686	0.006681716912012082	0.006424201796875293	0.006156934417330275	0.00796807214779673	0.005873809548486339	0.008385144470822059	0.006327670945068381	0.006120599694285875	0.00870332364516228	0.005781577383115433	0.006916855918295383	0.006017447583927039	0.006193102849591159	0.005796928188789605	0.006720478797793185	0.006580534703283584	0.006533382253425964	0.006299929462831162	0.006074110827915931	0.0061349139200398495	0.009947673939754357	0.008300970403121123	0.0057005707185484025	0.00590957049344752	0.00813481194739526	0.005811665092516121	0.006224789390324225	0.006374181171252867	0.005774631033153346	0.006798823420424854	0.0062187643889491245	0.006334484064906397	0.006998258911787511	0.006332989736297642	0.007233539093827157	0.006299849462518073	0.008253975719882498	0.007046952126416701	0.00807172756929843	0.0058690973888782996	0.006385137330652211	0.00815664937627222	0.006235628057968326	0.006229456357042676	0.007165915441791676	0.006719198639634315	0.006161956293389652	0.0069697566482796215	0.005793278327842039	0.00586065714206157	0.006474654032245476
unclassified-seq_SRR5221643	0.007896598569596317	0.006801121254924725	0.006649049548020589	0.006493955440254446	0.006436716078102137	0.004471083138325549	0.005243149926360693	0.0055375875876913635	0.0	0.007181039640644005	0.007059236398726209	0.007512072739002006	0.007451026979759243	0.007382481348222058	0.0074633037306344316	0.007774588652191965	0.007454100743653286	0.007334324569350706	0.007977172062617869	0.007728532614713731	0.007677488922004424	0.0076868517169751795	0.008435381232684983	0.006938200454737568	0.006676262774020043	0.006645480989634412	0.007414001450669374	0.007857031752351536	0.007526458756103326	0.010532104325805251	0.007235146506984149	0.008691464406364239	0.007576089236520244	0.00826292418520565	0.007751899329151988	0.007698141498585485	0.007656976053337364	0.008361118606489786	0.0074430105363907356	0.008625104817476454	0.008294868344439049	0.007624246387201916	0.007397191006834071	0.008520531035940833	0.007488261168077416	0.007413186770040934	0.008056267676672805	0.007330459547509822	0.007405376534320524	0.007683612649011063	0.009209462255972807	0.008541526173144553	0.008781803984102788	0.0073739788739774215	0.008475109063827143	0.008039945405505957	0.007785226542550631	0.007532780233873466	0.0090394452182351	0.0074591003317052975	0.00789796208149334	0.007801880902856007	0.007647977265392733	0.008993347225242867	0.007287416044489659	0.009232399136420833	0.007693642127525853	0.007829334708446375	0.009499903075405804	0.00736016978827429	0.00812786665044102	0.007585163054304715	0.007609452220087484	0.007365472574489416	0.007972829491645845	0.007945169558801007	0.007839755214050784	0.007666221522448313	0.0077028914169700894	0.0077762714577164	0.010719441805436415	0.009633777770199548	0.007255341212438206	0.007304366743972756	0.008973049749580658	0.0074065477418499455	0.007685839138427111	0.007769057385951612	0.007503201152250777	0.008173441093753515	0.007702615991646653	0.00791088446801608	0.008276103463821275	0.007799391697475754	0.008414830378114047	0.007767827712664578	0.00920328195038865	0.008276320379107117	0.009096689482807526	0.007518342768268214	0.007808622270745184	0.009137446580533174	0.007710081278113983	0.007572989682327486	0.00837090078337202	0.00803337849517854	0.007575791580831415	0.00819057350978118	0.007410329225011658	0.0074610278484262505	0.007811752304491769
unclassified-seq_SRR5221644	0.007081489996021441	0.005830341768050199	0.005750332565178601	0.0055524652180595655	0.00560870479432591	0.005678544110262351	0.0060095574781764815	0.005794062953676922	0.007222160905597085	0.0	0.003159042556052093	0.006220213538518234	0.00611346718338381	0.0062068952116063544	0.006309275510717262	0.006704068867140302	0.006466646162880313	0.006096432371568479	0.0072034980362265496	0.006522495074951458	0.006521857654992539	0.006592939770576941	0.007389590045106037	0.005682443517236745	0.005684824432437426	0.0055185823187253015	0.00608222360809958	0.006806987455106913	0.006189026736969888	0.009764116941583497	0.0061474140191181935	0.007979829021558455	0.006456806948800658	0.007254690380607224	0.006553679862026898	0.00655318251791685	0.006530610123070453	0.00732052502585495	0.00611671282214286	0.007492272876159541	0.007032110425791956	0.0063127943587138234	0.00608702705414672	0.007348031234242753	0.006275798296586134	0.006158809360217997	0.006982361601028942	0.006135239362134396	0.005978636735980122	0.006542648275267258	0.008232352374730875	0.007671474614666643	0.007725374555938668	0.006098512551844637	0.007429969767580851	0.006811275825232116	0.006444715042577092	0.006150703344521425	0.008033843922349118	0.006274126626759654	0.00666756981381356	0.006557563386699331	0.006345341381764771	0.00804491709819145	0.006121327011613904	0.008141340573873066	0.006676565444855345	0.00645785049945353	0.008756947541046054	0.006164417317689892	0.007198275725242141	0.006330480172206449	0.00650317971331479	0.0061358689904511396	0.007014901632717294	0.006670521704012158	0.0067064519078526424	0.006504135901127383	0.006167555381869147	0.006419704333556194	0.009775531176452494	0.008567654407614853	0.005909460021826287	0.006087743101861445	0.008249979332297234	0.006294981526862977	0.006560569160968007	0.006541161737498559	0.006246228144161642	0.007176758423382726	0.006455391003530181	0.006806020978575974	0.007134307594678118	0.00659507960646492	0.007406004921180242	0.006600501458239621	0.008338757746142244	0.007231296506830612	0.007930136121373093	0.006023861079646755	0.006452997484495475	0.008208516825497966	0.006386664502465061	0.006439555703172769	0.007305738859857924	0.006874883646077277	0.006536058936239847	0.007174427665751283	0.006057294261586011	0.0059420919133119626	0.006650335920870026
