sample	club-moss_0.001_1x_1	club-moss_0.001_2x_1	club-moss_0.001_4x_1	club-moss_0.001_8x_1	club-moss_0.002_1x_1	club-moss_0.002_2x_1	club-moss_0.002_4x_1	club-moss_0.002_8x_1	club-moss_0.004_1x_1	club-moss_0.004_2x_1	club-moss_0.004_4x_1	club-moss_0.004_8x_1	club-moss_0.006_1x_1	club-moss_0.006_2x_1	club-moss_0.006_4x_1	club-moss_0.006_8x_1	club-moss_0.008_1x_1	club-moss_0.008_2x_1	club-moss_0.008_4x_1	club-moss_0.008_8x_1	club-moss_0.01_1x_1	club-moss_0.01_2x_1	club-moss_0.01_4x_1	club-moss_0.01_8x_1	club-moss_0.02_1x_1	club-moss_0.02_2x_1	club-moss_0.02_4x_1	club-moss_0.02_8x_1	club-moss_0.0_1x_1	club-moss_0.0_2x_1	club-moss_0.0_4x_1	club-moss_0.0_8x_1
club-moss_0.001_1x_1	0.0	0.0	0.0	0.0	0.003391977851928561	0.003478446356001928	0.003268428195482525	0.0027287188175947608	0.005193139141652796	0.005407786107454703	0.004961412996083036	0.004389155054000212	0.006908628762580266	0.006897621845915768	0.006174544391167835	0.005763462687141177	0.00887471556327852	0.008914392141589182	0.007955576068389498	0.0075317294319262595	0.0109980111202678	0.010504711505290048	0.00956275289946892	0.009088592399965303	0.020197364400595837	0.01922184880082079	0.017844728066229196	0.0172120552712491	0.0013854929361631998	0.001779674701975642	0.0017413551364634323	0.0013380338507712661
club-moss_0.001_2x_1	0.0	0.0	0.0	0.0	0.0033120031232255613	0.0035420863840217023	0.003587048667685721	0.0033396313614897145	0.005234063312910355	0.00550885270809333	0.005369655453092869	0.00501406433700405	0.006976612500983722	0.007051270522244433	0.006731593883972111	0.006531582985353423	0.008847711664097662	0.00917693227715807	0.008597977650066277	0.008287840336033855	0.01126196986001741	0.0109292373484146	0.010372764420272127	0.009992969394776164	0.020581347603714238	0.019922555255298794	0.019146080207264164	0.01847651529908064	0.0013530418533598543	0.0017913474695617992	0.0019494632302687145	0.0018126863606004857
club-moss_0.001_4x_1	0.00041970447676382695	0.0	0.0	0.0005258063909057377	0.0037817367529096976	0.004338690902811381	0.0049861559634726245	0.005026664909955858	0.005650383392290656	0.006389316276249694	0.006860504990058788	0.007062514222662507	0.007501308113495867	0.008219454597819385	0.00853099214987626	0.008666899320946917	0.009592846524585917	0.01034024146212968	0.010372686442202211	0.010684544434465024	0.011765627754196815	0.012062980880013117	0.012309087386509706	0.012477044644783216	0.02140172991699863	0.021745215040142707	0.021831801343025502	0.02177309665002946	0.001789435519095061	0.002310417361685315	0.003028316711561976	0.003272205625626584
club-moss_0.001_8x_1	0.0	0.0	0.0	0.0	0.0033330532541030575	0.0038358902099515273	0.0042058493309638555	0.004048230079132096	0.005276347140240761	0.005916512016764359	0.0060933069637921335	0.005993816354545608	0.007026061401717163	0.0076426251223714855	0.007688066536388079	0.00779944358369868	0.009300709649597158	0.009657042783663836	0.009465664155285759	0.009766467868380528	0.011466747908594702	0.011456032557965486	0.011338928725980371	0.011485334262858056	0.02087683982855313	0.020988262974278672	0.020793337642251414	0.020672172118776044	0.0015262946907002614	0.0018313014665698336	0.00229784150862462	0.002448345910961903
club-moss_0.002_1x_1	0.0034883252705917183	0.0036936692041249623	0.003844216605020682	0.003223639229858472	0.0	0.0	0.0	0.0	0.005927893093511833	0.006248620836449857	0.0059802558118204705	0.005654532319541051	0.007771218600565469	0.008050764266303547	0.007357023385593262	0.0070180651607196776	0.009446803028109966	0.00989262868878712	0.00899018539001232	0.008682219655610543	0.011749711112325652	0.011352189539581337	0.01069297593708081	0.010366479931063141	0.020800685130969623	0.020043039938725724	0.018919161494786386	0.01846822541677918	0.0026098891504365072	0.002991075608438962	0.0030026063515391057	0.002680158977168349
club-moss_0.002_2x_1	0.003613086055383542	0.00396720120696631	0.004473857158398294	0.0041881206014254945	0.0	0.0	0.0	0.0	0.006174080147522621	0.006808313446517541	0.006951947373069162	0.006719051767289771	0.008048465770614131	0.008552628413864291	0.008313463117124678	0.008186305105701168	0.009927532588500617	0.010415228983101075	0.009974099310933439	0.009910934550381199	0.012029862806445281	0.012002858372275917	0.011777583737488658	0.011565851746898503	0.021291767271586125	0.021057106262541994	0.02042189449573495	0.020029303428689055	0.0025898379689680384	0.003115772718123645	0.0035924511713601617	0.0035352022474447785
club-moss_0.002_4x_1	0.00405665740764868	0.004632706736313588	0.0056823730962031185	0.00576179838597725	0.0	0.0	0.0	0.0005335490445480359	0.006620361057053762	0.007722945076200319	0.008462778305693365	0.008584223933540091	0.008370676692161988	0.009360943318352853	0.009866052081379422	0.010050814832137505	0.010576249399560143	0.011482326927102741	0.011740140459170784	0.012003189590243499	0.012597029843121728	0.013133727939577339	0.013596559141684488	0.013641324841182986	0.02220475764301603	0.02268958730459484	0.02283315250955119	0.02279538267648946	0.002915434709421298	0.0037291478211717057	0.004713365077333003	0.004993090426033704
club-moss_0.002_8x_1	0.0038323718703180674	0.004371921002308953	0.005026002422812002	0.00490359505932107	0.0	0.0	0.0	0.0	0.006375685017660851	0.007224125649966931	0.007618972549862268	0.007498374871603871	0.008096802790301326	0.00902429312849251	0.009142132295769505	0.00918015939231545	0.0103005653611	0.01095047884651104	0.010894040213682732	0.011106523588156439	0.012416975672696739	0.012673983700843711	0.01266844801514959	0.01267781419056849	0.02172466290314547	0.021877967801006003	0.02165106802873209	0.021696857895130074	0.0027030385120622616	0.0033884674155816074	0.004086239921415185	0.0041260840557476065
club-moss_0.004_1x_1	0.005319106108554372	0.006079137953038046	0.006510045437995131	0.0060928971832102255	0.005963566258895828	0.006832473322916597	0.0071446337289078074	0.006778566136684886	0.0	0.0	0.0	0.0	0.009453776018405288	0.010032966851232145	0.00990352393091798	0.009491383993684583	0.01111923674938084	0.011945962066880297	0.011500865104955155	0.011074482236525015	0.013301750214765724	0.01324902731095742	0.012969312104594446	0.012646454394657716	0.022359830809713828	0.022044025978988187	0.02132153416805702	0.020824124066797404	0.00432322489817729	0.005395351267608332	0.005740425062762622	0.005447694852963465
club-moss_0.004_2x_1	0.005844502086792501	0.006635209045220871	0.007466649146227062	0.00734393533771248	0.006373600013289528	0.007509926928901924	0.008255884708734139	0.008015702194991859	0.0	0.0	0.0	0.0	0.010042575541557618	0.010834974029681952	0.011157498037169455	0.011037102614927605	0.011801275626186205	0.012753909670583269	0.012797843000837337	0.012710184641860802	0.013891689905053243	0.014235248094409519	0.014387199632416654	0.014205047761534204	0.022974229233243965	0.022971187721455337	0.02285522990986385	0.02251081166711742	0.004697029246834783	0.005852239551935094	0.006623612584137489	0.0066520739041896005
