sample	oyster_0.001_1x_1	oyster_0.001_2x_1	oyster_0.001_4x_1	oyster_0.001_8x_1	oyster_0.002_1x_1	oyster_0.002_2x_1	oyster_0.002_4x_1	oyster_0.002_8x_1	oyster_0.004_1x_1	oyster_0.004_2x_1	oyster_0.004_4x_1	oyster_0.004_8x_1	oyster_0.006_1x_1	oyster_0.006_2x_1	oyster_0.006_4x_1	oyster_0.006_8x_1	oyster_0.008_1x_1	oyster_0.008_2x_1	oyster_0.008_4x_1	oyster_0.008_8x_1	oyster_0.01_1x_1	oyster_0.01_2x_1	oyster_0.01_4x_1	oyster_0.01_8x_1	oyster_0.02_1x_1	oyster_0.02_2x_1	oyster_0.02_4x_1	oyster_0.02_8x_1	oyster_0.0_1x_1	oyster_0.0_2x_1	oyster_0.0_4x_1	oyster_0.0_8x_1
oyster_0.001_1x_1	0.0	0.0	0.0	0.0	0.0031975232726260453	0.0032325187163433178	0.003238998350841109	0.0033429034022411466	0.005208323609445812	0.0052464145297962915	0.005161475819828392	0.005212391160167054	0.007587742350617854	0.007291846389713151	0.007230230528283263	0.007265345979488883	0.009253023955959944	0.00938172823166967	0.009222471354231878	0.009267025455934677	0.011068812830287053	0.011173801685782891	0.011234817297017734	0.01115376460555813	0.020701353943116455	0.020880635378099272	0.02085095233955096	0.020547083711029507	0.0016086516130996815	0.001331089463859294	0.0012626444689288001	0.0014352246457290934
oyster_0.001_2x_1	0.0	0.0	0.0	0.0	0.0032136645128139863	0.0034036434947177416	0.0035373968870886256	0.0036828959167113633	0.005149542466650476	0.005215610083618088	0.005411833816295869	0.005571919532847052	0.007377271580125869	0.007318317021342623	0.007511879915404476	0.007622045077344356	0.009369178836995635	0.009428322416392406	0.00950968492392307	0.00956998677192583	0.011132297480123775	0.011277642326803066	0.011614473130429657	0.011636946761000484	0.02082017526822225	0.021241610061129176	0.021282748195133698	0.020997930724746722	0.0013665797068263563	0.0013462130782251561	0.0014973785185501748	0.0017181015150291685
oyster_0.001_4x_1	0.0	0.0	0.0	0.0	0.0033271963825360763	0.0034856319023837006	0.0036832395468385857	0.0037022586035982867	0.005242452926849578	0.005450051832472179	0.005567334296680884	0.005614430022744695	0.007636923307122018	0.007535819581374192	0.007606075220181617	0.007609074968157145	0.009466537901010246	0.00948829518595834	0.009538837206825995	0.009597553072991169	0.011264040121819167	0.011424531023412903	0.011577200824651116	0.011495197428164964	0.02097669215298356	0.021280040376897284	0.021096910821651327	0.020793299454370345	0.001461373777606417	0.0014605624293061057	0.0016790731916142547	0.0018358628350074796
oyster_0.001_8x_1	0.0	0.0	0.0	0.0	0.003418847468503676	0.0035196009244270227	0.003521542457229354	0.003428218554389323	0.005290556415340871	0.005414319774573621	0.00542124489413512	0.005368463782180469	0.0076558504036613375	0.007554003414698084	0.0075144515668743	0.007337209468583014	0.009354875707903169	0.009337596635482129	0.009335334869344626	0.009299944793368582	0.011357607911996985	0.011385812338098657	0.011341696096657826	0.0111769800910488	0.020878943221423155	0.020966093415164748	0.020682384186952583	0.020415186647843538	0.001508087895598831	0.0014841802792082343	0.0016739012689300865	0.0016846649790653054
oyster_0.002_1x_1	0.0030329429785516796	0.003462202027844493	0.00373169996555625	0.003927395217628465	0.0	0.0	0.0	0.0	0.006255259303079414	0.006553684110839393	0.006640445676444154	0.00690866830486394	0.008528962776791658	0.008490711474780244	0.00878182317445612	0.008924692177642116	0.010335548603598654	0.010361180793587882	0.010695320227746361	0.010965845405456419	0.011961452697904369	0.012328366142162877	0.01269194460523368	0.012620865326251155	0.021701909677192766	0.02224569071101105	0.022615207466974416	0.02238918110910657	0.0023314139514506787	0.0022770137026624703	0.0025302174779978175	0.0028545457257964377
oyster_0.002_2x_1	0.0031347799106956897	0.003702107467273099	0.003964972983741867	0.004077442160068291	0.0	0.0	0.0	0.0	0.006181201432930601	0.006520141301180636	0.006741018620549112	0.00688432364346299	0.008398965140936052	0.008598274411387183	0.008790829344963533	0.008857925574082132	0.010183003652398147	0.010441209436633543	0.010761174922239469	0.010762397780398027	0.012142229082135855	0.012306719649791364	0.012632074322268113	0.01253716507075462	0.021592175722263414	0.022173257687472508	0.02214390492544683	0.021804769834939845	0.0023973166352516963	0.0025934624283465773	0.0028348115438781556	0.0030828876108656114
oyster_0.002_4x_1	0.00329528571037542	0.0037293546780672805	0.00403764636127248	0.003983617426762053	0.0	0.0	0.0	0.0	0.006371708064122248	0.006648710666450163	0.006777456600470138	0.006686444411759281	0.008708455502260331	0.008693874313014134	0.008809294299500597	0.008670586629041514	0.01032570253554215	0.010509628436396834	0.010609620624865085	0.010555231302847365	0.012240814804260097	0.01247672436870626	0.012657016413461558	0.012416555333699265	0.021778951948887987	0.02208173905002934	0.021928960887661345	0.021608059664269392	0.002555825968065645	0.002672210241010617	0.0029461465351465813	0.0030374700957748477
oyster_0.002_8x_1	0.0035463740976474163	0.003874922526595818	0.0040309226437521065	0.0038588628611794557	0.0	0.0	0.0	0.0	0.006448769741703293	0.006689172582907873	0.006636718486741686	0.006565273106227911	0.008723637170767864	0.00874089834115984	0.008702338551167775	0.008451310951047841	0.010407179786299714	0.010440642793164224	0.010486299620083378	0.010423967777603032	0.012356061276923702	0.012456713832858221	0.012431861951077578	0.012220156270150398	0.02166949718934886	0.021844152093079286	0.021599923981737202	0.02137271564245447	0.0027004857309876353	0.0027868924098523595	0.002965307531582279	0.002890866524910411
oyster_0.004_1x_1	0.005396626636261445	0.006096451974816017	0.006397327174442366	0.006391566524855061	0.0065202223439248565	0.006960213170116632	0.007326121497220126	0.007300056285584867	0.0	0.0	0.0	0.0	0.010354805307612227	0.010750157804671544	0.01088150176186634	0.010863465733198385	0.012013591303697106	0.012460338907474909	0.012663202693201873	0.01267746144462028	0.013806376012068218	0.014360783387173651	0.0146173128727454	0.014482729233487517	0.0231658900605766	0.023519750138952397	0.02377468669998113	0.023349964866620068	0.004449666026572002	0.004858181286448507	0.005316425633883827	0.0054849663940022345
oyster_0.004_2x_1	0.005364358441468151	0.005985160986331697	0.006591460560453794	0.006674024879366909	0.006563770963010287	0.006997299649131602	0.007510249289309121	0.007602507767131064	0.0	0.0	0.0	0.0	0.010613269523578585	0.010942010449635293	0.011295455613752923	0.011293850507189852	0.012304301258133782	0.012773291744992742	0.013196171822355184	0.013134419152517363	0.014189688903255436	0.014653090416144186	0.01509799945463249	0.014924820029282913	0.023407098308962326	0.024099760880299994	0.02430757661855669	0.024075395337610505	0.004557685916353894	0.005010461956121041	0.005545363168019672	0.005749921607491414
