sample	leech_0.001_1x_1	leech_0.001_2x_1	leech_0.001_4x_1	leech_0.001_8x_1	leech_0.002_1x_1	leech_0.002_2x_1	leech_0.002_4x_1	leech_0.002_8x_1	leech_0.004_1x_1	leech_0.004_2x_1	leech_0.004_4x_1	leech_0.004_8x_1	leech_0.006_1x_1	leech_0.006_2x_1	leech_0.006_4x_1	leech_0.006_8x_1	leech_0.008_1x_1	leech_0.008_2x_1	leech_0.008_4x_1	leech_0.008_8x_1	leech_0.01_1x_1	leech_0.01_2x_1	leech_0.01_4x_1	leech_0.01_8x_1	leech_0.02_1x_1	leech_0.02_2x_1	leech_0.02_4x_1	leech_0.02_8x_1	leech_0.0_1x_1	leech_0.0_2x_1	leech_0.0_4x_1	leech_0.0_8x_1
leech_0.001_1x_1	0.0	0.0	0.0	0.0	0.0028061309816007876	0.0027905705419097628	0.003047678504780276	0.0029162966415464493	0.004647469872574742	0.005055107275194886	0.004928997163479751	0.00489298442196471	0.00657981354618928	0.007106375444980741	0.007106781621811929	0.00699371146582259	0.008899965865732152	0.008851268220195623	0.00902474888096819	0.008938631342564379	0.01080430715552412	0.011010418500995807	0.011039923954444985	0.010939362415565548	0.020652931401691096	0.021160718348030877	0.02122069512388395	0.02091081297940338	0.000635787694474523	0.0008499683246693416	0.0009444761609148266	0.0008950540140475248
leech_0.001_2x_1	0.0	0.0	0.0	0.0	0.0028999744057961966	0.003036129276960792	0.0031333732781667115	0.003121361296265921	0.004997673459474066	0.005094330066292889	0.005198022127524504	0.005092539454863462	0.006846442645326837	0.007172365453781686	0.0073583770947890466	0.007280659390071087	0.00890811900029582	0.00905809348851978	0.009119007671144676	0.00908784304766111	0.010690785376408435	0.011095703320970676	0.011015162922700036	0.011110594784479122	0.020593540233689943	0.021124160428288862	0.02131431896564213	0.021148413401785558	0.000931402913639558	0.000985858626903749	0.001111542660594553	0.0011225397944236235
leech_0.001_4x_1	0.0	0.0	0.0	0.0	0.002930771518920249	0.0031870425026176985	0.0032611734647010593	0.003246081283408135	0.004931132542831646	0.005125682053035497	0.005269806359556523	0.005215703194577694	0.006773022935067737	0.0072092683566864005	0.007382283549078738	0.007333714571272593	0.008938682171793244	0.009165580369386212	0.009215631853984265	0.00920305536352703	0.010711305549541982	0.011152723311326494	0.011261608086879394	0.011223016027791214	0.020639268080700723	0.021300520621210305	0.02140132038436435	0.021050700304226767	0.0010647071173650656	0.0010414247887038498	0.0012501278791088356	0.0012144711656202798
leech_0.001_8x_1	0.0	0.0	0.0	0.0	0.0030260065847757542	0.003154665645506684	0.0032288093573863644	0.0031524340587249506	0.004838399518313283	0.005121709224273107	0.0052596818864510935	0.00508356523377779	0.006793209157905555	0.007216040171848568	0.007409361714901535	0.007199082430871622	0.008965369001161405	0.009122433218492144	0.009192248907753001	0.009052864120795628	0.010784282741482135	0.011228802513199646	0.011300763625287957	0.011146790234576313	0.020595829170092183	0.021260018735715088	0.021326129606090646	0.020955329961001534	0.0010522319007650004	0.001070499748674183	0.0012156930291458829	0.0011540098781178826
leech_0.002_1x_1	0.0028061511892791533	0.002936329286781087	0.0029820668132789665	0.0030692280448428927	0.0	0.0	0.0	0.0	0.005794599161648247	0.005935671425913829	0.006026366580984552	0.0059381000142129945	0.007518233096733851	0.008061665358394136	0.00818840519834931	0.008050550207307472	0.009889176364105476	0.010180265510240354	0.01016753714806821	0.010191669512801597	0.011376814003326812	0.01195157104685726	0.012006179453122708	0.01195383448672737	0.021870733305403338	0.02222088171352097	0.022412382006383225	0.022144199005626492	0.0017447929728856568	0.0018668287297009894	0.002058465906026032	0.0019783016768177707
leech_0.002_2x_1	0.0027558776260209372	0.003035963859159015	0.0032040634004527587	0.0031622839371705114	0.0	0.0	0.0	0.0	0.005885765930982988	0.0059942222781659785	0.006197437209385299	0.0060399953415376795	0.007793971019521173	0.008223211870934846	0.008355878836023437	0.008233223577308988	0.010020877292945684	0.010117988959461073	0.010272331649653204	0.010095412863051448	0.01157184717450439	0.012262197461725311	0.01215816560211511	0.01209471507017825	0.02151452278591933	0.022017413702790208	0.022143332574588427	0.02182122769719331	0.001893147651921205	0.002046534430602377	0.0021855039878445255	0.0021563494267101517
leech_0.002_4x_1	0.0029961701679564307	0.0031174792434896714	0.003262098556283047	0.0032206713718568145	0.0	0.0	0.0	0.0	0.005868240526615711	0.0061208469038852385	0.006189467994379316	0.006119914669905937	0.007708830035260725	0.008197211552257392	0.00831470274034302	0.008165721807980902	0.00998485552043574	0.010143024672260163	0.010142546627733742	0.010109879463305355	0.011673000694262706	0.012257827403688387	0.012257135996285083	0.012196020785473258	0.021663851052805258	0.022228308810919608	0.022306677860442967	0.02200697591046506	0.0020390269853480547	0.0020825146855019787	0.0022510161409394465	0.002154211926632894
leech_0.002_8x_1	0.002875310918732892	0.0031137270313343797	0.0032552361665589306	0.0031524699839369456	0.0	0.0	0.0	0.0	0.005689869058426863	0.0060276937036356	0.006155020514745441	0.006022208473955322	0.007642550665117185	0.008066132329065884	0.008322487803988027	0.008059615586437592	0.009960350726560168	0.01001237899129656	0.010099775179073482	0.009980980798624426	0.01171538109337313	0.012198163253375426	0.012235203695548489	0.012101749097339012	0.02160136732206224	0.022204933179464988	0.022270371170593873	0.021869199296761763	0.0019930113673434814	0.0019860342723690486	0.0021550899922722602	0.0021154677166784854
leech_0.004_1x_1	0.004647940967263433	0.005060612547054416	0.0050179251303331136	0.004908335885621736	0.005795133603478226	0.005960094171728555	0.005969748979369613	0.005772185058105624	0.0	0.0	0.0	0.0	0.009643445634954766	0.00976507493031793	0.009943885213166425	0.009754836598891396	0.011789824296135662	0.01194750741410186	0.012001474810502304	0.01177728140642277	0.013571855948054996	0.013834278274793886	0.013812673607495987	0.013633621695528859	0.02343210990381436	0.023926611850807848	0.023842163961135	0.02341483419509	0.0036930743832043968	0.003836898505133635	0.0039819485289795745	0.003821020374984887
leech_0.004_2x_1	0.0049920594233235135	0.005093708413886158	0.005152849470934785	0.005134281718040465	0.005861717766174679	0.0059938107736095215	0.006151601102345212	0.0060426367202015075	0.0	0.0	0.0	0.0	0.00968427887723306	0.009885113214359422	0.010136828876753823	0.010015104504262427	0.011904957283694033	0.011956168903560367	0.012205115279886677	0.012117508751400411	0.013547804049776343	0.013987762493123338	0.01396406559976143	0.013985041520017342	0.023608770062209832	0.024003713395420175	0.02416805030682334	0.02384423897017563	0.003801242695985858	0.0040857460387278164	0.004130511948978639	0.00407601822620656
